#OTU ID	75F10	72F7	41F5	12F2	84F9	52F5	74F8	94F7	24F9	93F7	53F8	54F4	102F3	105F4	51F4	83F4	21F5	91F7	23F2	92F10	95F10	55F1	104F8	22F2	71F8	85F5	103F5	82F7	73F4	25F1	101F3	31F3	81F8	45F9	44F1	14F8	43F8	42F10	15F4	11F4	32F2	34F3	13F7	35F8	33F5
4402903	88.0	0.0	0.0	0.0	295.0	0.0	20.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	447.0	0.0	12.0	0.0	59.0	2.0	0.0	0.0	0.0	3.0	179.0	0.0	196.0	61.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
180285	10.0	14.0	0.0	8.0	12.0	0.0	12.0	3.0	10.0	2.0	0.0	0.0	6.0	2.0	0.0	11.0	27.0	4.0	25.0	2.0	7.0	0.0	10.0	14.0	12.0	3.0	8.0	11.0	5.0	31.0	0.0	16.0	2.0	0.0	1.0	12.0	1.0	1.0	9.0	3.0	47.0	22.0	8.0	41.0	3.0
198788	19.0	24.0	0.0	29.0	0.0	64.0	23.0	1.0	11.0	3.0	31.0	44.0	0.0	2.0	29.0	0.0	2.0	1.0	10.0	0.0	0.0	35.0	0.0	4.0	18.0	1.0	0.0	0.0	22.0	14.0	0.0	51.0	1.0	3.0	2.0	11.0	1.0	0.0	9.0	38.0	57.0	77.0	30.0	43.0	53.0
1763286	3.0	3.0	0.0	17.0	11.0	0.0	3.0	5.0	9.0	7.0	0.0	0.0	5.0	9.0	0.0	6.0	0.0	9.0	2.0	12.0	2.0	0.0	10.0	0.0	14.0	21.0	0.0	11.0	0.0	0.0	1.0	6.0	6.0	2.0	0.0	0.0	0.0	0.0	62.0	31.0	0.0	9.0	2.0	2.0	115.0
180572	1.0	1.0	28.0	0.0	3.0	4.0	6.0	1.0	1.0	0.0	1.0	0.0	4.0	2.0	1.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	6.0	3.0	1.0	1.0	5.0	2.0	2.0	0.0	0.0	15.0	262.0	1.0	93.0	23.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
177679	58.0	49.0	0.0	0.0	0.0	0.0	34.0	1.0	0.0	0.0	0.0	0.0	96.0	139.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	57.0	0.0	52.0	0.0	70.0	1.0	26.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4426249	173.0	129.0	134.0	0.0	229.0	560.0	478.0	213.0	188.0	157.0	426.0	326.0	0.0	0.0	251.0	576.0	49.0	68.0	79.0	108.0	69.0	965.0	1.0	62.0	220.0	859.0	0.0	866.0	493.0	105.0	0.0	0.0	281.0	54.0	826.0	0.0	256.0	409.0	0.0	2.0	0.0	3.0	1.0	1.0	2.0
4405482	75.0	232.0	274.0	0.0	101.0	293.0	147.0	10.0	711.0	56.0	322.0	416.0	186.0	471.0	408.0	79.0	252.0	61.0	231.0	47.0	21.0	217.0	364.0	405.0	118.0	84.0	207.0	36.0	112.0	189.0	76.0	1.0	10.0	253.0	265.0	0.0	150.0	153.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
168071	4.0	2.0	42.0	4.0	17.0	14.0	4.0	7.0	33.0	16.0	16.0	43.0	21.0	44.0	25.0	6.0	31.0	5.0	34.0	6.0	6.0	14.0	54.0	18.0	2.0	11.0	24.0	6.0	4.0	32.0	5.0	0.0	3.0	31.0	59.0	15.0	23.0	17.0	7.0	11.0	0.0	0.0	16.0	0.0	0.0
182052	33.0	11.0	0.0	0.0	23.0	0.0	8.0	4.0	0.0	7.0	0.0	0.0	2.0	11.0	0.0	14.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	15.0	32.0	6.0	33.0	25.0	0.0	1.0	1.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	4.0	0.0	23.0	0.0
190490	33.0	19.0	0.0	0.0	46.0	1.0	12.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	34.0	0.0	20.0	4.0	0.0	0.0	0.0	8.0	2.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
163243	2.0	0.0	0.0	0.0	133.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	245.0	0.0	125.0	1.0	94.0	0.0	0.0	0.0	0.0	0.0	274.0	0.0	291.0	0.0	0.0	0.0	0.0	105.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
4449055	2451.0	3293.0	1.0	0.0	3599.0	2.0	2630.0	1.0	3.0	0.0	4.0	6.0	1.0	6.0	2.0	4363.0	0.0	1.0	5.0	2.0	3.0	4.0	2.0	2.0	3045.0	3963.0	2.0	4241.0	357.0	0.0	3.0	0.0	1873.0	2.0	3.0	3.0	0.0	0.0	0.0	6.0	1.0	4.0	2.0	0.0	8.0
4449054	2.0	3.0	1.0	1.0	48.0	903.0	0.0	0.0	150.0	2.0	645.0	936.0	314.0	1417.0	636.0	74.0	277.0	1.0	294.0	2.0	0.0	795.0	595.0	308.0	2.0	66.0	262.0	29.0	8.0	313.0	95.0	471.0	17.0	16.0	11.0	1.0	7.0	0.0	0.0	1.0	948.0	1069.0	0.0	1098.0	477.0
619817	1.0	2.0	0.0	0.0	5.0	31.0	0.0	0.0	44.0	0.0	105.0	171.0	0.0	0.0	75.0	3.0	1.0	0.0	7.0	0.0	0.0	37.0	1.0	58.0	1.0	1.0	0.0	0.0	1.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
272964	2.0	7.0	13.0	18.0	4.0	5.0	10.0	1.0	8.0	14.0	2.0	2.0	3.0	12.0	2.0	0.0	1.0	27.0	9.0	35.0	0.0	1.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	17.0	0.0	3.0	0.0	0.0	9.0	17.0	2.0	0.0	38.0	0.0	0.0	15.0	3.0	2.0	119.0
4425214	177.0	1014.0	7.0	156.0	39.0	3.0	197.0	8.0	152.0	9.0	4.0	8.0	65.0	169.0	7.0	0.0	33.0	14.0	113.0	23.0	11.0	9.0	50.0	45.0	164.0	18.0	68.0	3.0	34.0	102.0	51.0	66.0	3.0	9.0	7.0	7.0	25.0	2.0	315.0	9.0	39.0	183.0	18.0	17.0	520.0
193969	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	179.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
191842	20.0	60.0	79.0	0.0	41.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	23.0	0.0	40.0	41.0	0.0	0.0	0.0	14.0	39.0	32.0	0.0	25.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3537197	50.0	62.0	97.0	207.0	30.0	0.0	60.0	7.0	16.0	29.0	0.0	2.0	0.0	0.0	1.0	45.0	5.0	11.0	12.0	36.0	21.0	1.0	0.0	62.0	23.0	13.0	0.0	48.0	12.0	14.0	0.0	0.0	7.0	8.0	117.0	132.0	121.0	46.0	450.0	328.0	0.0	0.0	292.0	0.0	0.0
175630	0.0	0.0	47.0	0.0	22.0	3.0	0.0	2.0	1.0	9.0	3.0	7.0	0.0	0.0	1.0	18.0	0.0	3.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	13.0	0.0	12.0	0.0	0.0	0.0	0.0	4.0	18.0	49.0	0.0	39.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4480244	1.0	2.0	1.0	54.0	1.0	289.0	0.0	0.0	454.0	0.0	251.0	513.0	1.0	0.0	231.0	0.0	285.0	0.0	141.0	0.0	0.0	228.0	0.0	199.0	1.0	0.0	0.0	0.0	1.0	108.0	0.0	487.0	0.0	3.0	2.0	76.0	2.0	0.0	19.0	169.0	466.0	104.0	52.0	376.0	87.0
317677	4.0	15.0	39.0	27.0	3.0	22.0	16.0	13.0	1.0	11.0	51.0	0.0	31.0	12.0	25.0	3.0	12.0	2.0	28.0	0.0	5.0	28.0	19.0	1.0	9.0	8.0	43.0	13.0	23.0	1.0	20.0	0.0	6.0	7.0	18.0	13.0	106.0	38.0	25.0	48.0	1.0	2.0	64.0	71.0	0.0
193148	437.0	520.0	650.0	732.0	36.0	285.0	265.0	49.0	85.0	46.0	411.0	167.0	145.0	167.0	384.0	16.0	30.0	260.0	88.0	143.0	70.0	426.0	89.0	127.0	210.0	8.0	121.0	18.0	71.0	126.0	69.0	111.0	8.0	264.0	338.0	512.0	206.0	170.0	669.0	1277.0	210.0	164.0	620.0	263.0	119.0
194497	562.0	1356.0	487.0	741.0	10.0	963.0	666.0	429.0	1665.0	1119.0	1040.0	731.0	1153.0	897.0	1053.0	237.0	2138.0	1486.0	1370.0	1292.0	1033.0	733.0	335.0	1842.0	507.0	88.0	650.0	319.0	558.0	1449.0	560.0	1551.0	90.0	293.0	163.0	721.0	1853.0	1855.0	2067.0	1419.0	2966.0	687.0	1398.0	2267.0	1214.0
344430	627.0	1695.0	308.0	88.0	382.0	505.0	1426.0	331.0	418.0	555.0	806.0	192.0	943.0	720.0	393.0	396.0	498.0	539.0	634.0	348.0	639.0	682.0	1018.0	354.0	1262.0	627.0	549.0	388.0	760.0	1183.0	421.0	313.0	144.0	88.0	403.0	222.0	492.0	216.0	241.0	192.0	969.0	416.0	154.0	702.0	103.0
165118	2111.0	866.0	0.0	0.0	1.0	1.0	1712.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	869.0	0.0	0.0	0.0	1255.0	1.0	0.0	1291.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	1325.0	1645.0	1.0	1023.0	1288.0
4381635	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	169.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4439469	30.0	13.0	52.0	7.0	41.0	16.0	27.0	1.0	77.0	24.0	51.0	89.0	58.0	263.0	17.0	71.0	43.0	13.0	28.0	28.0	13.0	20.0	126.0	16.0	24.0	41.0	93.0	24.0	12.0	31.0	15.0	24.0	8.0	47.0	43.0	4.0	23.0	77.0	1.0	34.0	54.0	15.0	8.0	23.0	4.0
325850	244.0	66.0	225.0	2.0	1.0	0.0	308.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	81.0	0.0	0.0	0.0	2180.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	25.0	66.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
187267	0.0	0.0	15.0	0.0	1.0	33.0	0.0	24.0	0.0	49.0	40.0	7.0	0.0	1.0	39.0	0.0	0.0	24.0	0.0	30.0	29.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	9.0	0.0	15.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
194870	3.0	6.0	11.0	33.0	0.0	21.0	4.0	0.0	16.0	3.0	18.0	18.0	13.0	13.0	14.0	4.0	2.0	13.0	11.0	6.0	4.0	5.0	1.0	11.0	5.0	2.0	1.0	7.0	1.0	3.0	6.0	0.0	2.0	7.0	13.0	22.0	23.0	12.0	65.0	63.0	0.0	0.0	10.0	0.0	0.0
195651	19.0	22.0	4.0	2.0	2.0	12.0	13.0	6.0	1.0	14.0	18.0	0.0	25.0	15.0	5.0	5.0	2.0	14.0	6.0	6.0	4.0	14.0	8.0	2.0	21.0	12.0	9.0	9.0	4.0	11.0	4.0	0.0	3.0	1.0	1.0	1.0	3.0	2.0	4.0	3.0	1.0	0.0	7.0	4.0	0.0
4405104	177.0	282.0	0.0	0.0	56.0	94.0	213.0	10.0	126.0	5.0	48.0	64.0	0.0	1.0	58.0	104.0	78.0	3.0	110.0	8.0	2.0	89.0	0.0	74.0	148.0	103.0	0.0	94.0	168.0	57.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
16054	256.0	895.0	0.0	0.0	15.0	85.0	384.0	35.0	110.0	41.0	58.0	22.0	0.0	0.0	79.0	33.0	106.0	158.0	338.0	138.0	99.0	43.0	0.0	202.0	180.0	28.0	0.0	7.0	86.0	205.0	0.0	0.0	2.0	4.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0
321902	0.0	0.0	0.0	0.0	9.0	88.0	0.0	0.0	0.0	0.0	48.0	27.0	0.0	0.0	47.0	13.0	0.0	0.0	0.0	0.0	1.0	34.0	1.0	0.0	0.0	2.0	0.0	14.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1504042	245.0	81.0	389.0	10.0	72.0	176.0	147.0	16.0	96.0	97.0	275.0	500.0	266.0	747.0	141.0	79.0	85.0	34.0	62.0	31.0	42.0	135.0	222.0	25.0	74.0	74.0	177.0	68.0	260.0	41.0	80.0	25.0	29.0	245.0	204.0	5.0	285.0	386.0	3.0	30.0	30.0	15.0	13.0	31.0	6.0
4352747	256.0	278.0	311.0	575.0	240.0	1156.0	202.0	57.0	653.0	69.0	713.0	937.0	202.0	38.0	667.0	180.0	161.0	21.0	257.0	31.0	66.0	600.0	165.0	242.0	177.0	202.0	63.0	424.0	351.0	498.0	46.0	133.0	173.0	159.0	314.0	607.0	357.0	401.0	222.0	706.0	239.0	551.0	673.0	256.0	103.0
4144205	4.0	8.0	0.0	87.0	49.0	127.0	8.0	17.0	171.0	2.0	129.0	18.0	6.0	6.0	68.0	54.0	99.0	3.0	85.0	2.0	6.0	78.0	1.0	88.0	8.0	24.0	3.0	17.0	8.0	104.0	5.0	0.0	4.0	2.0	12.0	136.0	5.0	4.0	107.0	134.0	0.0	0.0	41.0	0.0	0.0
4395774	144.0	93.0	0.0	0.0	187.0	0.0	75.0	56.0	2.0	44.0	0.0	0.0	43.0	245.0	0.0	191.0	1.0	19.0	1.0	24.0	24.0	0.0	75.0	0.0	59.0	189.0	82.0	132.0	178.0	0.0	10.0	562.0	86.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	716.0	809.0	1.0	638.0	509.0
146586	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	33.0	50.0	0.0	0.0	48.0	0.0	0.0
173965	10.0	48.0	19.0	90.0	7.0	23.0	94.0	5.0	11.0	17.0	23.0	28.0	11.0	21.0	27.0	4.0	14.0	33.0	30.0	64.0	6.0	17.0	11.0	72.0	21.0	2.0	18.0	5.0	5.0	33.0	5.0	0.0	0.0	17.0	20.0	39.0	10.0	8.0	42.0	79.0	0.0	0.0	243.0	0.0	0.0
195004	1.0	5.0	0.0	929.0	2.0	2.0	2.0	1.0	2.0	4.0	1.0	3.0	0.0	1.0	1.0	2.0	0.0	5.0	4.0	4.0	0.0	0.0	0.0	2.0	3.0	0.0	1.0	0.0	4.0	0.0	2.0	1.0	0.0	0.0	3.0	580.0	0.0	1.0	2093.0	1849.0	1.0	0.0	1286.0	0.0	2.0
4324964	3.0	6.0	2.0	16.0	8.0	35.0	5.0	3.0	16.0	4.0	18.0	31.0	10.0	1.0	21.0	4.0	10.0	0.0	6.0	1.0	1.0	13.0	5.0	4.0	7.0	7.0	0.0	12.0	7.0	12.0	1.0	7.0	5.0	3.0	9.0	20.0	13.0	16.0	8.0	12.0	9.0	14.0	19.0	4.0	2.0
4391009	92.0	113.0	0.0	0.0	76.0	0.0	148.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	32.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	66.0	180.0	0.0	86.0	105.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
175336	4.0	33.0	23.0	0.0	3.0	10.0	41.0	0.0	7.0	0.0	5.0	3.0	8.0	18.0	6.0	9.0	3.0	0.0	4.0	0.0	0.0	4.0	9.0	18.0	15.0	5.0	11.0	3.0	7.0	7.0	9.0	0.0	0.0	25.0	15.0	0.0	10.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4474760	92.0	34.0	46.0	1.0	53.0	69.0	43.0	1.0	0.0	18.0	180.0	200.0	0.0	0.0	80.0	74.0	0.0	10.0	0.0	19.0	2.0	69.0	0.0	0.0	57.0	69.0	0.0	33.0	66.0	0.0	0.0	0.0	6.0	14.0	65.0	1.0	31.0	41.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
4304475	33.0	36.0	294.0	123.0	34.0	173.0	33.0	7.0	138.0	20.0	233.0	239.0	46.0	121.0	135.0	9.0	97.0	10.0	147.0	16.0	17.0	157.0	181.0	139.0	31.0	31.0	36.0	47.0	53.0	203.0	11.0	108.0	37.0	98.0	405.0	63.0	799.0	192.0	25.0	112.0	225.0	391.0	108.0	240.0	83.0
4469167	0.0	1.0	0.0	0.0	147.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	147.0	1.0	76.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4374204	47.0	64.0	110.0	0.0	45.0	53.0	32.0	5.0	58.0	20.0	35.0	28.0	56.0	50.0	86.0	56.0	47.0	18.0	109.0	33.0	6.0	30.0	31.0	156.0	6.0	15.0	76.0	37.0	3.0	84.0	28.0	0.0	8.0	68.0	68.0	0.0	65.0	15.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
194667	32.0	18.0	0.0	0.0	33.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	31.0	0.0	67.0	2.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
180606	1.0	1.0	0.0	178.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	573.0	999.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1099.0	1.0	0.0	1.0	356.0	0.0	1.0	1.0	156.0	1.0	0.0	1.0	0.0	52.0	2.0	1.0	42.0	146.0	1.0	1.0	83.0	1.0	0.0
4309760	43.0	82.0	0.0	3.0	42.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	56.0	0.0	137.0	239.0	0.0	0.0	0.0	46.0	0.0	0.0	5.0	0.0	0.0	1.0	1.0	0.0	0.0	5.0	0.0	0.0
4474255	56.0	54.0	2040.0	4.0	22.0	0.0	73.0	9.0	43.0	26.0	1.0	1.0	0.0	0.0	1.0	24.0	32.0	16.0	35.0	17.0	2.0	1.0	3.0	11.0	48.0	9.0	1.0	37.0	55.0	28.0	2.0	1686.0	20.0	1396.0	2317.0	11.0	1750.0	1342.0	1.0	12.0	1173.0	933.0	7.0	1016.0	1257.0
4301511	0.0	0.0	37.0	0.0	11.0	33.0	0.0	19.0	45.0	22.0	72.0	44.0	0.0	0.0	36.0	8.0	54.0	24.0	58.0	45.0	24.0	50.0	0.0	50.0	0.0	6.0	0.0	13.0	0.0	31.0	0.0	0.0	6.0	17.0	102.0	0.0	22.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
180155	34.0	111.0	20.0	4.0	19.0	28.0	68.0	30.0	13.0	25.0	60.0	11.0	67.0	41.0	32.0	19.0	21.0	29.0	29.0	24.0	20.0	44.0	45.0	17.0	72.0	41.0	32.0	31.0	37.0	76.0	35.0	15.0	7.0	9.0	20.0	8.0	26.0	11.0	9.0	16.0	56.0	22.0	9.0	46.0	4.0
180553	92.0	222.0	36.0	0.0	89.0	23.0	179.0	1.0	19.0	0.0	23.0	22.0	232.0	358.0	34.0	71.0	7.0	11.0	11.0	15.0	0.0	23.0	128.0	15.0	49.0	19.0	178.0	27.0	20.0	19.0	115.0	0.0	13.0	23.0	63.0	0.0	23.0	24.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
180552	555.0	2070.0	1237.0	1.0	179.0	611.0	1110.0	167.0	1.0	215.0	766.0	491.0	0.0	1.0	974.0	207.0	2.0	691.0	3.0	724.0	530.0	352.0	2.0	1.0	339.0	264.0	1.0	256.0	160.0	1.0	0.0	2.0	108.0	185.0	481.0	1.0	565.0	298.0	0.0	6.0	1.0	1.0	1.0	0.0	4.0
194686	55.0	238.0	198.0	220.0	10.0	95.0	241.0	24.0	411.0	69.0	38.0	39.0	47.0	85.0	74.0	8.0	183.0	49.0	108.0	49.0	21.0	84.0	26.0	432.0	96.0	8.0	73.0	3.0	28.0	122.0	19.0	16.0	3.0	280.0	99.0	349.0	126.0	118.0	804.0	395.0	16.0	14.0	396.0	10.0	42.0
3581686	2045.0	866.0	200.0	143.0	167.0	342.0	242.0	0.0	1417.0	0.0	377.0	136.0	88.0	219.0	256.0	333.0	443.0	0.0	310.0	1.0	1.0	114.0	231.0	434.0	597.0	484.0	125.0	258.0	533.0	330.0	22.0	0.0	72.0	340.0	383.0	679.0	237.0	46.0	441.0	1221.0	0.0	2.0	417.0	1.0	1.0
184678	1.0	2.0	0.0	0.0	4.0	1.0	1.0	0.0	4462.0	2.0	0.0	2.0	102.0	41.0	0.0	1.0	8567.0	1.0	5688.0	0.0	3.0	1.0	251.0	3738.0	2.0	1.0	32.0	1.0	2.0	6742.0	77.0	2.0	0.0	2.0	1.0	0.0	2.0	2.0	9.0	13.0	2.0	6.0	0.0	17.0	0.0
4444262	0.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	14.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	148.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	128.0	0.0	62.0	346.0
305224	0.0	0.0	0.0	0.0	221.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	109.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	340.0	0.0	433.0	0.0	0.0	0.0	0.0	179.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1135084	0.0	2.0	0.0	0.0	1.0	1318.0	0.0	0.0	0.0	1.0	895.0	777.0	0.0	0.0	899.0	0.0	0.0	0.0	0.0	0.0	2.0	899.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	11.0	3.0	1.0	0.0	0.0	0.0	3.0	1.0	3.0	0.0	0.0	0.0
178885	166.0	196.0	0.0	1.0	332.0	0.0	279.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	145.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	112.0	535.0	0.0	309.0	187.0	0.0	0.0	1.0	152.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
184925	92.0	225.0	0.0	1.0	207.0	25.0	259.0	121.0	3.0	4.0	21.0	106.0	0.0	1.0	31.0	53.0	25.0	19.0	37.0	10.0	25.0	19.0	0.0	19.0	94.0	170.0	0.0	222.0	54.0	0.0	0.0	1.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
198221	3.0	11.0	3.0	3.0	0.0	10.0	3.0	4.0	1.0	10.0	7.0	0.0	16.0	4.0	8.0	0.0	21.0	8.0	9.0	8.0	8.0	5.0	2.0	13.0	3.0	0.0	4.0	2.0	7.0	10.0	8.0	5.0	2.0	3.0	0.0	1.0	16.0	16.0	2.0	5.0	11.0	1.0	4.0	7.0	0.0
178242	59.0	80.0	0.0	0.0	0.0	5.0	81.0	6.0	0.0	5.0	6.0	9.0	0.0	0.0	3.0	0.0	0.0	23.0	0.0	10.0	2.0	6.0	0.0	0.0	61.0	0.0	0.0	0.0	138.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2198356	2.0	3.0	13.0	4.0	5.0	11.0	0.0	0.0	4.0	0.0	8.0	10.0	5.0	7.0	5.0	0.0	2.0	1.0	10.0	0.0	1.0	4.0	7.0	4.0	1.0	2.0	2.0	1.0	4.0	9.0	1.0	4.0	2.0	2.0	22.0	3.0	32.0	12.0	2.0	6.0	8.0	16.0	7.0	11.0	5.0
175180	5.0	8.0	0.0	16.0	1.0	0.0	3.0	1.0	0.0	3.0	0.0	1.0	54.0	42.0	0.0	0.0	0.0	31.0	0.0	16.0	3.0	0.0	13.0	0.0	0.0	1.0	40.0	0.0	1.0	0.0	43.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	18.0	19.0	0.0	0.0	22.0	0.0	0.0
4448492	75.0	132.0	67.0	208.0	166.0	116.0	75.0	58.0	72.0	11.0	75.0	20.0	131.0	124.0	96.0	180.0	28.0	16.0	26.0	13.0	36.0	77.0	48.0	18.0	114.0	110.0	101.0	106.0	106.0	35.0	53.0	792.0	35.0	43.0	51.0	161.0	38.0	20.0	172.0	158.0	401.0	327.0	113.0	282.0	554.0
194258	10.0	33.0	5.0	16.0	18.0	9.0	33.0	2.0	12.0	5.0	11.0	2.0	13.0	5.0	9.0	15.0	27.0	6.0	22.0	8.0	5.0	0.0	15.0	12.0	21.0	19.0	13.0	12.0	46.0	41.0	7.0	0.0	4.0	11.0	30.0	24.0	27.0	10.0	17.0	20.0	0.0	0.0	15.0	0.0	0.0
175761	0.0	0.0	1.0	0.0	1.0	638.0	0.0	0.0	0.0	1.0	640.0	1277.0	0.0	1.0	634.0	0.0	0.0	0.0	0.0	0.0	0.0	360.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	1.0	1.0	1.0	1.0	5.0	0.0	0.0	2.0	0.0	0.0
2307779	89.0	85.0	5.0	20.0	6.0	0.0	84.0	9.0	74.0	14.0	0.0	0.0	27.0	27.0	0.0	2.0	21.0	7.0	30.0	5.0	3.0	0.0	84.0	20.0	76.0	16.0	10.0	1.0	129.0	34.0	14.0	0.0	2.0	8.0	12.0	34.0	7.0	1.0	10.0	57.0	0.0	0.0	11.0	0.0	0.0
